'DOH000000000032219','01','0129','012924','012924033','03','2017','J22','18','12','92','95','59','54','23','19','7','4','2','11','3','7','6','4','3','12','4','5','4','9','3','8','4','11','2','8','13','18','4','3','9','15','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','3','2','3','3','4','6','4','5','1','11','5','9','1','5','10','34','6','13','4','21','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','N39','0','1','4','5','5','6','1','4','1','4','1','10','1','2','2','6','2','1','2','2','1','2','1','3','0','7','0','5','3','8','1','3','2','5','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','T79','2','2','5','11','12','5','7','2','3','0','1','1','0','2','3','4','1','0','4','1','2','0','0','1','3','1','1','1','3','3','1','1','2','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','A09','3','1','16','12','5','6','6','4','1','3','0','4','1','2','0','1','1','0','0','0','2','0','0','2','0','0','1','3','1','3','0','1','1','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','J45','2','4','47','19','24','21','9','3','0','1','0','2','0','2','0','0','0','0','0','3','0','3','3','4','3','5','2','1','8','14','3','5','5','9','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','K29','0','1','4','1','2','7','2','0','3','6','3','2','0','2','1','3','0','3','2','2','2','0','0','3','1','2','0','0','3','4','0','2','3','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','B34','1','2','11','11','5','5','4','2','1','4','2','0','2','0','0','0','0','0','0','1','0','2','0','3','1','0','0','0','0','2','0','0','0','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','2','3','0','0','2','7','15','4','3','3','12','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','M13','0','0','0','0','0','0','0','0','0','0','0','1','1','1','0','1','3','0','0','4','1','3','1','0','1','2','2','1','3','3','2','0','1','3','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','A15','0','0','0','0','0','2','0','0','0','0','1','0','1','1','0','0','0','1','0','1','3','1','1','2','4','0','2','1','2','1','1','0','1','1','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','L23','2','0','3','4','0','1','0','1','0','3','0','1','1','0','0','0','1','1','0','2','1','0','0','0','0','2','0','1','0','2','0','0','0','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','H81','0','0','0','0','0','1','0','0','1','2','0','0','1','2','0','2','0','5','0','1','0','1','0','2','0','0','0','2','0','2','0','0','0','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','B01','0','0','4','2','3','2','3','2','0','1','2','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','H10','0','0','1','1','1','2','2','1','0','1','0','0','2','2','1','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','M79','0','0','1','0','2','1','0','0','2','0','1','1','0','1','0','3','0','1','0','0','0','0','0','0','0','2','0','1','0','1','0','0','0','1','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','K30','0','0','0','0','1','0','2','1','0','0','0','0','1','1','0','0','1','1','0','0','1','0','0','1','0','1','0','2','0','2','0','2','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','H65','0','0','1','2','3','4','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','J18','0','1','2','1','0','2','0','0','0','0','0','0','0','0','1','0','0','0','0','0','2','2','2','0','0','0','0','0','2','2','1','0','1','2','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','D64','0','0','1','0','1','0','0','0','0','1','0','3','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','M94','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1','1','0','0','0','2','0','1','0','0','0','0','0','1','0','1','0','0','0','1','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','8','0','1','0','7','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','B86','0','0','3','2','1','2','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','K05','0','0','0','2','1','0','1','1','0','1','0','1','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','5','0','2','0','3','Y'
'DOH000000000032219','01','0129','012924','012924033','03','2017','M06','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1','0','0','1','1','0','0','1','1','Y'
