'DOH000000000007203','03','0369','036914','036914007','10','2015','J06','12','3','27','20','11','9','4','5','1','2','1','2','0','0','1','0','1','1','3','1','1','0','1','1','2','2','2','0','1','1','1','0','0','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','J22','5','4','34','29','9','3','1','3','0','1','1','0','1','0','0','1','1','1','1','1','0','1','1','0','1','0','1','0','2','2','0','1','2','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','N39','1','2','2','2','4','1','2','0','2','1','0','5','1','1','1','0','1','2','0','3','2','0','0','2','0','2','0','1','3','2','2','1','1','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','L23','1','1','9','8','1','4','0','1','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','I10','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','2','1','1','2','2','1','2','3','2','5','5','4','1','1','4','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','L02','2','0','6','2','1','0','0','0','1','0','1','1','1','0','0','0','0','0','0','0','0','0','2','0','0','0','3','1','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','A09','1','0','4','5','0','1','0','1','1','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','J45','0','0','5','3','2','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','T14','0','0','2','2','3','0','0','0','1','1','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','A15','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','1','0','2','0','2','2','0','1','2','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','H65','0','0','2','4','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','T79','1','0','2','1','0','1','1','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','K29','0','0','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','1','1','1','1','1','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','B82','0','0','1','1','3','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','1','0','0','2','1','0','1','0','0','0','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','M54','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','1','0','0','0','1','1','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','T78','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','H10','0','0','0','2','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','B37','0','0','3','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007203','03','0369','036914','036914007','10','2015','N20','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','1','0','0','0','1','0','Y'
