'DOH000000000007229','03','0369','036909','036909020','4','2013','J06','14','9','83','65','23','32','13','11','3','3','1','8','1','3','2','4','3','7','0','5','1','6','4','4','3','2','4','7','3','14','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','L08','1','0','6','9','6','5','1','3','1','0','1','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','R42','0','0','0','0','1','1','0','0','1','0','1','3','1','1','0','1','0','1','0','1','0','1','2','2','0','2','0','2','3','7','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','J45','0','0','4','3','4','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','1','1','2','3','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','A09','0','0','6','7','3','1','0','0','0','1','0','0','0','0','1','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','I10','2','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','2','1','0','1','0','3','1','1','1','2','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','L02','0','0','5','0','1','1','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','R52','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','N39','0','0','0','0','1','0','0','0','3','2','0','0','1','1','0','2','0','1','0','2','0','0','0','1','0','0','0','1','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','R10','2','0','0','3','3','0','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','1','0','0','0','0','1','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','T79','0','0','2','1','3','1','1','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','H65','0','0','1','3','2','1','1','1','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','L23','0','0','0','3','2','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','H10','0','0','0','2','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','K29','0','0','0','0','0','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','T78','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','L30','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','B26','0','0','0','0','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','B37','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','W54','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','H00','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','B01','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','4','2013','J18','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
