'DOH000000000007211','03','0369','036908','036908019','7','2013','J06','10','8','54','63','53','36','11','13','2','1','0','7','0','2','2','2','0','4','0','0','0','3','0','0','0','1','0','1','1','4','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','J40','0','2','1','1','1','0','3','2','0','2','0','3','0','1','2','6','1','5','0','3','1','2','1','5','0','1','1','4','1','7','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','I10','1','4','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','1','1','2','0','5','1','0','0','2','1','2','0','3','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','D64','1','0','0','0','0','0','2','1','0','1','0','2','0','2','0','2','1','4','0','2','0','0','0','2','0','0','0','1','1','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L01','0','1','7','6','1','1','1','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','2','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','T78','1','0','3','1','2','3','1','2','1','0','0','0','0','1','0','1','0','2','0','0','0','0','0','0','0','1','0','0','1','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L03','0','0','2','2','1','1','0','1','0','0','0','1','0','1','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','T79','1','0','2','2','1','0','0','1','0','0','0','0','1','0','0','2','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','A09','0','0','4','4','0','0','0','0','0','0','0','0','0','1','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L23','0','0','1','2','2','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','R10','1','1','1','0','0','0','2','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','K29','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','1','0','1','0','0','0','0','0','1','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','B34','0','0','0','1','0','2','3','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','J22','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','2','0','0','0','0','0','0','0','0','0','1','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','M13','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','J45','0','0','0','0','2','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L02','0','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','M06','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','W54','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','J10','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','K12','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','N61','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L21','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L04','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','J01','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','K30','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','H00','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','K21','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','R60','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','B01','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','L89','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','7','2013','K37','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','Y'
