'DOH000000000023671','03','0369','036902','036902010','6','2013','J06','12','7','62','54','41','28','15','8','6','3','4','4','3','1','4','6','0','3','0','1','0','0','0','0','0','1','0','2','0','2','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','J22','0','1','3','3','2','2','2','1','2','1','0','1','1','1','1','0','1','0','0','0','0','0','0','0','1','4','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','A09','2','0','7','7','2','0','1','0','0','2','0','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','T79','0','0','3','7','1','1','1','1','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','L30','1','2','3','2','0','0','2','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','J45','0','0','11','5','2','2','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','A15','0','0','1','1','0','1','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','3','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','H10','0','0','2','1','3','1','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','R10','0','0','6','3','4','2','2','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','H65','0','0','5','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','W54','0','0','0','3','1','0','1','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B82','0','0','2','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','2','1','0','0','0','0','0','0','1','0','1','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B26','0','0','0','1','0','1','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','J30','1','0','3','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','E10','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','1','1','0','1','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B37','0','1','2','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B34','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','L73','0','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','L23','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','K29','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','H81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','M94','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','L03','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','W55','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B05','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B35','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','K04','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','K21','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','K05','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','P38','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B02','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','S06','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','R06','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','B86','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','H40','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','I95','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','H05','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000023671','03','0369','036902','036902010','6','2013','N00','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
