'DOH000000000007211','03','0369','036908','036908019','10','2012','J06','13','17','56','96','31','27','7','6','3','6','0','4','1','3','1','2','0','1','2','0','0','0','1','0','0','0','0','0','1','3','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','J40','0','0','0','0','0','0','0','0','0','1','0','4','2','2','2','2','0','1','0','4','0','2','0','1','0','1','1','3','1','6','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','1','0','0','1','0','3','2','2','0','1','1','2','1','1','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','L01','0','0','6','3','2','2','0','1','0','1','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','L23','1','0','4','1','2','0','0','3','0','0','0','0','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','0','0','3','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','A09','0','1','6','1','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','D64','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','2','0','1','0','0','0','1','0','1','0','1','0','0','0','2','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','L03','0','0','2','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','1','1','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','T78','1','0','0','1','2','0','2','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','T79','0','0','0','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','1','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','J10','0','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','2','0','0','0','0','0','0','0','1','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','H60','0','0','1','0','1','0','0','0','0','2','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','T14','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','W54','0','0','0','3','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007211','03','0369','036908','036908019','10','2012','K29','0','0','0','0','0','1','1','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
