'DOH000000000007229','03','0369','036909','036909020','07','2013','J06','24','16','132','105','54','54','19','13','5','3','3','8','5','4','2','4','0','3','1','10','5','5','4','4','1','8','2','4','4','13','2','8','2','5','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','I10','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','4','1','6','0','4','3','6','0','4','6','3','5','16','1','3','4','13','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J45','0','0','16','11','2','6','4','0','0','2','0','0','0','0','0','1','0','1','0','0','0','2','0','2','0','2','0','3','4','2','0','2','4','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','A09','0','1','15','14','3','3','2','2','0','0','0','0','0','0','2','0','0','0','1','1','0','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L08','0','1','13','7','6','1','0','1','0','0','0','0','0','0','0','1','1','2','0','1','0','0','0','0','1','0','1','0','1','1','1','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','R42','0','0','0','0','0','1','0','0','0','0','1','2','2','1','1','2','1','1','1','4','1','2','0','0','0','2','0','3','0','3','0','2','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','T79','0','0','1','0','4','2','2','1','2','0','2','1','0','0','0','1','0','0','1','1','1','1','0','1','0','0','0','0','0','3','0','2','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L23','0','1','2','4','4','7','1','2','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','N39','0','0','1','1','2','0','0','0','0','3','1','1','1','1','0','3','0','3','0','1','0','1','0','0','2','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','T78','1','0','5','2','1','1','2','1','0','0','0','0','0','1','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','R52','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','1','0','0','0','0','0','0','0','0','1','1','0','0','1','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','K29','0','0','0','0','0','2','0','2','0','0','0','0','0','2','0','2','0','0','0','1','0','2','0','0','0','1','0','0','0','1','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','H65','0','0','6','0','3','0','1','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','T14','0','0','0','1','0','0','1','0','0','0','0','1','1','0','0','0','0','1','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','R10','0','0','4','3','2','2','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','K21','0','0','0','0','0','2','0','1','1','0','0','1','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','2','0','0','0','2','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','B37','0','0','4','2','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','B34','0','0','2','1','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','H10','0','0','2','0','3','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','A15','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','1','1','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','A06','1','0','1','4','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','H00','0','0','1','0','1','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','H81','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L30','0','1','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','M06','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','M10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L50','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','R25','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L01','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','I84','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','B26','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','B77','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','K60','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','L04','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','D64','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J01','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J18','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','D18','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','A49','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007229','03','0369','036909','036909020','07','2013','J22','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
